5	0.000541	17.375698	0.000332	0.999454	0.999467	0.999669
10	0.000121	18.784346	0.000106	0.999880	0.999879	0.999894
15	0.000095	18.823267	0.000090	0.999906	0.999905	0.999910
20	0.000070	19.124674	0.000068	0.999929	0.999930	0.999932
25	0.000063	18.791159	0.000061	0.999937	0.999937	0.999939
30	0.000061	19.205975	0.000059	0.999939	0.999939	0.999941
35	0.000060	18.133827	0.000058	0.999940	0.999940	0.999943
40	0.000050	16.370771	0.000049	0.999950	0.999950	0.999951
45	0.000055	17.557026	0.000053	0.999944	0.999945	0.999947
50	0.000054	18.160442	0.000049	0.999946	0.999946	0.999951
55	0.000054	19.082476	0.000051	0.999946	0.999946	0.999949
60	0.000045	18.295340	0.000045	0.999955	0.999955	0.999955
65	0.000043	18.411638	0.000042	0.999957	0.999957	0.999958
70	0.000050	17.352291	0.000046	0.999950	0.999950	0.999954
75	0.000042	18.031418	0.000041	0.999959	0.999959	0.999959
80	0.000041	18.197119	0.000042	0.999958	0.999959	0.999958
85	0.000053	19.152569	0.000045	0.999947	0.999947	0.999955
90	0.000037	18.506742	0.000038	0.999963	0.999963	0.999962
95	0.000041	18.646156	0.000039	0.999959	0.999959	0.999961
100	0.000047	19.216890	0.000043	0.999953	0.999953	0.999957
105	0.000040	19.028358	0.000040	0.999960	0.999960	0.999959
110	0.000035	18.662529	0.000036	0.999965	0.999965	0.999964
115	0.000037	17.905926	0.000037	0.999963	0.999962	0.999963
120	0.000049	17.017811	0.000047	0.999951	0.999951	0.999953
125	0.000046	16.842110	0.000041	0.999954	0.999954	0.999959
130	0.000040	18.568314	0.000039	0.999960	0.999960	0.999960
135	0.000040	19.871326	0.000042	0.999960	0.999960	0.999958
140	0.000044	17.863447	0.000044	0.999956	0.999956	0.999956
145	0.000037	19.494392	0.000038	0.999963	0.999963	0.999962
150	0.000038	17.918848	0.000038	0.999962	0.999962	0.999962
155	0.000047	20.413099	0.000043	0.999953	0.999953	0.999957
160	0.000037	18.657375	0.000038	0.999963	0.999963	0.999962
165	0.000051	16.339710	0.000045	0.999950	0.999949	0.999955
170	0.000040	19.116791	0.000039	0.999960	0.999960	0.999961
175	0.000044	17.717491	0.000043	0.999956	0.999956	0.999957
180	0.000043	17.216171	0.000041	0.999956	0.999957	0.999959
185	0.000044	16.814058	0.000042	0.999956	0.999955	0.999958
190	0.000038	18.315214	0.000037	0.999962	0.999962	0.999963
195	0.000040	18.556768	0.000042	0.999960	0.999960	0.999958
200	0.000041	17.745369	0.000040	0.999959	0.999959	0.999960
205	0.000044	17.293365	0.000042	0.999956	0.999956	0.999958
210	0.000040	18.158630	0.000040	0.999960	0.999960	0.999960
215	0.000051	17.217291	0.000047	0.999949	0.999948	0.999953
220	0.000075	17.443157	0.000045	0.999925	0.999925	0.999955
225	0.000045	18.946011	0.000040	0.999955	0.999955	0.999960
230	0.000041	19.105398	0.000042	0.999959	0.999960	0.999959
235	0.000042	17.295004	0.000040	0.999958	0.999958	0.999960
240	0.000045	18.157108	0.000043	0.999955	0.999955	0.999957
245	0.000041	17.378086	0.000039	0.999959	0.999960	0.999961
250	0.000051	18.012005	0.000042	0.999948	0.999949	0.999958
255	0.000041	18.040340	0.000042	0.999959	0.999959	0.999958
260	0.000037	17.130386	0.000037	0.999964	0.999963	0.999963
265	0.000042	19.046520	0.000042	0.999958	0.999958	0.999959
270	0.000041	15.803941	0.000037	0.999959	0.999959	0.999963
275	0.000039	17.760338	0.000036	0.999961	0.999961	0.999964
280	0.000045	16.779886	0.000041	0.999955	0.999955	0.999959
285	0.000042	17.325506	0.000040	0.999958	0.999958	0.999960
290	0.000047	19.352488	0.000040	0.999953	0.999953	0.999960
295	0.000042	18.895433	0.000039	0.999958	0.999959	0.999961
300	0.000043	17.371578	0.000039	0.999957	0.999957	0.999961
305	0.000044	17.322252	0.000042	0.999957	0.999956	0.999958
310	0.000038	17.169241	0.000040	0.999962	0.999961	0.999960
315	0.000048	19.251520	0.000045	0.999953	0.999952	0.999955
320	0.000045	17.005491	0.000042	0.999955	0.999955	0.999958
325	0.000041	18.630283	0.000039	0.999959	0.999959	0.999961
330	0.000044	16.870792	0.000041	0.999956	0.999956	0.999959
335	0.000043	19.298672	0.000043	0.999957	0.999957	0.999957
340	0.000043	18.842905	0.000042	0.999957	0.999957	0.999958
345	0.000043	17.547392	0.000043	0.999957	0.999957	0.999957
350	0.000047	18.406994	0.000043	0.999953	0.999953	0.999957
355	0.000044	17.560356	0.000042	0.999956	0.999956	0.999958
360	0.000045	17.841301	0.000044	0.999955	0.999955	0.999956
365	0.000045	17.610222	0.000042	0.999954	0.999955	0.999958
370	0.000044	17.768248	0.000044	0.999956	0.999956	0.999956
375	0.000064	17.180468	0.000041	0.999936	0.999936	0.999959
380	0.000087	18.882858	0.000066	0.999913	0.999913	0.999934
385	0.000051	18.382633	0.000045	0.999949	0.999949	0.999955
